cluster_id,rep_subpath,gamma,n_members,trip_ids
C001362,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['0062a5b9d6508fa571e6297fe1837a974ff874cb', 'e1fc168498a68419f47857f31f393b6214af8dc2', 'eee372b47935b7bbb6f14638121e6fbddbf6dc8e']"
C001363,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['ddec78abbae0f831767d141a1e60f2c5a1793ab4', 'fcc7dd9235cd11ea38b96255ecad45f9f8b1db23', 'c0a854a50bdef5e3766be0086a28df6487047b39', '275fbc11a6c93c3acadfba483d87d45f38ead68b', '48272df932eb9905e96ab25d16d615115dfb6d8e', '8f1b114d9603a768078759e846d22ff41e9e7dd1', 'a8dfc0ee4855ecbd42e76caa15a33f24dd5c4be1']"
C001364,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['8a0cde9a65079e754cc0f904d80181e1d46e8e43', 'a21cc80de86e533c8e0fcb3f9085c85c80472e73', 'f4c584b20889b8cac0f318568edd7ed565edfe08']"
C001365,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['f6e02f51880add6698ec1138c9a0443e3af1fc57', '4ce6b77e900bb7b8a43a9877c49bc9a75c452455', 'b57e1380bb6add46c892e7ceb59a54a8ea717ecb', '92d7b49452d34d7fcdc0e24ac63ec0ed8df09871']"
C001366,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['7f7979b4d3058bae9721c3d0205cc47348a223d0', 'b4047fd60c802b3072e63ff6078fcc93b29891de', '7ee35444ba5475130ca9c8d5e1fc7bc2216e11d3', 'db3dd23cd34ba2ef2eef85b452dade56b5fe0793']"
C001367,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['89278182c189a2e8b2dc2630223b486b36cd3875', '71ed40ba180f8c29bd879ca92495691871865f6a', '4cd385e8164324b621bb46e239daf7e1ab97229f']"
C001368,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['9eb558ffea6591aaa0309333c9e2da65c22f83b5', '6f4b82b64676463e44e9d66d0e2d2d043cf41af6', '7e35cd860b3928ae0dfc4a59e28d0af3bed21db4', 'eb1e0cbfe491a06f7051816b187e1df63ab329a4']"
C001369,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['ca483b7072a973bb4e563d18635fd877f902ba86', '402f74d73dbb1837e519fead76c0caf54a30e1de', '19fa8bf743b4446be421793b64b18d262513a2cb', '736364ac6859551fe613a14f2b3aa9dc2fc316f4', '913862495a8684a8b07be806a3a4a92be5abbc22', 'f6d78a1fc7f461125258dae4c1e6a9b2b6010e9d', 'ebfb80381b0e19fd5c296b7d6321b7a6259f4044']"
C001370,"[258021253, 27477586, 28289897, 740243448]",0.333,6,"['da57f2e8cda6f84bd2ad73422ec1f4cdb156d7b8', '6738c5c736b16728c3985675cb4a479725fa2b0c', '518610608d23831fb5d66eb9b6025fcf4ebe592c', 'd77fe8113bafafac4124d6522c2ea8e82e3e7316', '9c9323c011f21043f8dd4fb63b8a7f996ca894b8', '9ccfdf9770de1ad331969f9f720afcb6c1db7abf']"
C001371,"[258021253, 27477586, 28289897, 740243448]",0.333,11,"['b8a2eeddb09942e113748227e9a4810be64e588b', 'fc8c6251f0e18d7b0607808619057a44ee23a947', '4c9bfa7f319a0fada8efd49a69d57c2777b4ae26', '6732b4c95a8ea6f12a5f19ca6654525a6b221c42', '5d4136fae7d22d1f4e757ec06cd7353cc530b1b5', '60f5c0c0c565d04d09bbee64b1371f2259ee431d', '41a1bb06e3634865c0a6962990dd54aaff155e49', '216c416e7576c7b7d5d764f245ce548bf1f419b3', '34c42c31b7c5498db70c93ea3995fd769fabe17b', '18e552d183aa4b64253c48623f010b82ca80450d', 'd79eab188d6a66b44bb86608b834590a96704da2']"
C001372,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['e0fbaea12271e0b285f1dc99aa7921129082bb63', '052b5f5eb2d7696f7f8e1b7ffc09a137389edb11', '4d7e5a91405de2c0aa8bb16ad23df25f09993151', '58380eb982cd314c23d42f5f357da0d6046c9b48', '8944c6ae263826b72a73c10ccb39ed8231714a25', 'a8afe48383a6330f73e6c77b7be6dee30a218026', 'ce3fa4b4f8a0bb912da91cf237f72ae341360e06']"
C001373,"[258021253, 27477586, 28289897, 740243448]",0.333,15,"['2b740bc995f9c3acaeff3cbf75e59159be94b91b', '4f212bcb8185f467052714ad10deb1fde9a3c11a', '0a511a58426442affc645cdfc55d9b2a4ac6cd49', 'c4557761ceef707b9b99f27a39eb11a47da33fe5', 'b83bd5f16c9af292d3b7e8ea76bf0bdf5d427065', 'ae59bcefa7da31abf8ace7204e729ec4eded871c', 'd682a23d3f74d6bfe17fd1702e0a0d9b0e9be79d', '3509f3cafdab7f8e08c572609d0c57f49abcffa6', 'f4b639819f7eec41609c8daf74dc59a98bc528ed', 'e621f3119b4efda4767c69ad705fa3acd52f3570', 'b290bcae6e75bbb8757aaf1b5dfa128b005e2037', '53cf3e7d9d7a28558a33500b2c2c3c1d34b84be9', '439f19d2747cea5ff08a8c204e14dcec31d40a64', '829de31c2f61f9f156cefdb78b4815289eb36172', 'a0c532049b44226f937e163ebb4343d7a1d81375']"
C001374,"[258021253, 27477586, 28289897, 740243448]",0.333,14,"['5d9a2f3a281c6ca2fc9495409e2ec8d6554bce71', '52f82aba9f1f7f5b40dba16798d8697753e35250', '4468d211b0a39304d0e2d22d106c8cbac2710e47', 'c2268afa3cf4c6ff625ddf9177b7f6472f69f71e', 'd858506212bb6e014624a79333be83d9c3cb323a', '8564fc355b792ec844b04c3ac77790ca894bc5cd', '7cd22ed6a02a88b27c38d8e7bd96206b46b1460b', 'fa9f096a87ee8ca2985806b07697e440a79adfbb', '87631cf2d8687f001ee4c3936906f41311d1ee7b', '7f85603e104a1e3cc430c9fb21984fd85b832533', 'e96955d65b22e1d4b59cfed0edead31d2ff07e40', '7636f0763360cc9330c6e27cf8b45f9a4fa3789c', 'ac37bf591cbccbf2d16c4faa7d74f8a34a78c982', 'a44b82de9f18591755fa667dbedeb2c03b2c213a']"
C001375,"[258021253, 27477586, 28289897, 740243448]",0.333,15,"['f13ec22c388655b39155666de851ff6c801f6850', '50cff817c356979a7aaccea8c856bf6be4cd1fab', 'a430f3715aedfdeda10029405a725d4267d747c7', 'b99292facecc3e307c4fb16dfe2dff66241aece0', 'bed2411a81936f2c5da297c374236f57187196b4', 'ba61a82410d6d37b098933add706a9864eeec780', '9b988efee57d8118a342a2a9739a3b596ff7702d', 'd53be2c4a267eead611c2feb28a1b97b2f06730f', 'e46c797fff6086c840466a925b2282c090ef5c00', 'c8eb8b9a842dc4a9ed927a44d58033d0f5ff9567', 'c32e39c517e0fb75c9f24300984b6f3bdb126a85', 'cef8970097d40af2a559fa49f5d044f7f4902adc', 'b54fa190f1b82ed68796765483875a6145158382', '78df1cde12d032fc4d5c429487a42f38ddd31727', '8f73399c5b4c1c3f815a1b7defab2c20107efac2']"
C001376,"[258021253, 27477586, 28289897, 740243448]",0.333,10,"['d57cd4ea98a7d0b64554706ac871010fc90dbee5', '37dd0bcf03e8e53d48231cc7fd9e447272c8ab96', 'ad870fc24367ca2fd3b73b194993f7160beffa20', 'f41a325a978780d8a2a503ba26e5245fe03d9c87', '73c9a215d62c6c5d8dd2602244bfaa87cb082512', 'b64968b68da3dcfc6f2da6adce5af7a906cd9234', 'ee0ff47cc96dfe8baedbc3dcb91de8ea5e7914a6', '2eec333d1ec1b3d90048e0d1ccc619806419a949', '48d93824f07de333bf20d31ce17484410c24ef61', 'c0f4a27e91737b872aa941961074f995e471d3eb']"
C001377,"[258021253, 27477586, 28289897, 740243448]",0.333,18,"['e85a155dfef086f9091264aed040e57ef545d56c', '19e46a3c1e31b12b551de5844388d8e2440f012d', '3f4c36e1bc9fc54d909fc80e564a99608f1c7700', '110204e20950c58c3ab98661a85823a08626304b', '02ed2d99d55c04ecf3ceef9fa7c0ff933b1fe969', 'e7e4952ccabe57251ac01c9865b6535dbaefb29a', 'f8f7fde9126276e3ec84d2877076698d72ea46ba', 'ae1a270fa8a56a4dac0a2376a57ffb1372b50c8d', 'ff87e00e4099771291be805fa38bf5afc66cd80d', 'fc5e278075907657f819811102835fdf824a91c5', '57f99650f7961d7d91fcba058273b68c2574d958', '58c2f81495d921a0dcd9e22a7cf06c7970858ff0', '4b7b714efc5f8b95e28dd5978e9f59466d6c1be7', '6bb76394b2d0904756664de205225f7c40c51304', '6d8d12d3893a44b1c27abb733f05fca98a792bd9', '7ed8e814f4d57ae0ca52dad99c1a041b07a24c61', '9881d1c2b7a27419bebe76e9698c533898b75e58', '908112fb32db9fc6b65d31ac1dbafc4ef575aca0']"
C001378,"[258021253, 27477586, 28289897, 740243448]",0.333,8,"['3a6916fadd1ced95f71a6413f0fadbaaa5cca19a', '73129b23234bb33d44285be30a8e209e1d0df255', '5c1b2b104928092c1c4cf891f712708fb324e7ed', '2f6382b92a456513351da86b77612654517a837f', 'ddf784c68c138c3d8a3457035835a451d2f5e9ba', '8fa02867d01a03f67cf5317e004f63817de5fe09', 'a156b8e6beee25cd14d55e9ce8fefd8b088af388', '98e72fcd9e8798a86b6875b298cd9d7c53d5b4a3']"
C001379,"[258021253, 27477586, 28289897, 740243448]",0.333,8,"['6f0ec1582912b37d733e1f89451620f0e451dca8', '17ed38826dbe4404c5f3010fa43bf52fddb0599e', '946e45b8d0f86813d24f01b9987c335c7e2679e1', '5da08707d69ce666805d31e9018aea962a5db99b', 'fefa6866cd451ee81790f88c1d9edb9c6b956577', '289c4e659f6a40c8d593dce6dcdae1d48435d5dd', '13be25b43061812248471e01c0efd776c5a3a460', '194a852108bf08b70569a5c2fca46b525de9e45c']"
C001380,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['3ad1b173e6fb1d975dbbcb78998ffa1bcd6a70fe', '197789d100b1c1b18aaa69011514f42ed9e9d32d', 'd1ae97df037afd8a214cbc12716b8160528d83c8', '1d4eee4aa74a3434fdade7100e17e4bf9b4eeb44', '06fbc685f04e1bf26e5c8862b901de7918199dfe', 'aab0552defa0246dcd57981f41da3f6bb52af7f9', 'a5e24757db8c2cbaf392b3e7ad6859fbcb0d42cf']"
C001381,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['85671a2fa7d0283448c201ac9b296b627fba3cb3', '437d0e08949d34f6a934fb9477651c171c9920b8', '648af29de740f99c38a9b3ad365759dd8c9a83d3']"
C001382,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['1c1f06feef0d528358367902f2f518536f6799ab', '60c15f65dace947a39a860463b921270d911d2fd', '6f1aa5becd02629a41a0b0b76f1edf27393395de', '8afe4b61e99cb6359ef3d245c33f2417601de9e1']"
C001383,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['73352e13d8071ff3a6fe6941a2ca419a73cc3840', '62881b9c85c395c2ef5530010f432cc2450ca715', 'a8bacc90b2c0d9e0a136a9e0fa5527ecad2e9f71']"
C001384,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['7d3d0356b8040848d53161e9c6d8bbcd3f19e28f', 'a53cf006194c62198e82c1298c064dd84562622e', '814a2df99ca14e06e143567c45e6b179a01f8a9f', 'd8489360a472a8c845b07ad7470c0e6b09eae4a2']"
C001385,"[258021253, 27477586, 28289897, 740243448]",0.333,9,"['7bef9173ca9514ca52449a0beaba9cb410f7c395', '6042841ae7ecff358ff582eeacbf5f6835718c84', '297c352ac2abb6b969c23c41290eb84fc296ebc2', '7f956389783edfbe04a74c69ed4b2491c442f886', 'ba3fc604b5c18f97e77a83844cae4dd458a4bd3c', '129a7880294d7ba4ce2b253324ed7ae44b048116', '46f7a4d99b718978dad35724f2e86d0a6a10c09f', '48ac5c3f31aac17a24f4a8382a15dffdfe3d4cd5', 'b330a83522e9ef4b9e317caf3168f0666b1e62e9']"
C001386,"[258021253, 27477586, 28289897, 740243448]",0.301,7,"['efb1633b8e4ff32c221bfd86980c07684ec03199', '90e17dacab8c05568ac45f8b085639be8880251e', '69a9ecbf002f0c151ff7f91cca1012432e443947', 'a59b9afef62ef5e4514ae67ddd400f6ddd39c4a5', '35b8e5f4f9cba54a671a086d5a71871aca312402', '3a1e04e7049d3cc57056e4c4451d3e2da84bea51', 'fc0db90849d491b03bed21a546fcddc80ac969e0']"
C001387,"[258021253, 27477586, 28289897, 740243448]",0.333,10,"['c460ceb6e07e2263d109ee1f76f6e8987bcbed23', '781db960ce61a861174cb5fa62ef148b2fb79e35', 'cebcdf2d28bb5ed6e03615951646034bac39121c', 'ad5dec424f499664072f1222d1b2c34e36c5d63d', '0e64a2cc6bdaf7cd50c0705aafb790b0ea426b55', '31843802315a5f36263b1531a0255fb84b8938cc', '26086e13cf21e5e29b3a2de40bb5504e77b74856', '1595e5805a2bb36471ce95b5515ad0845da061f8', '30b60282b5de086c71fe9f2d8ac48aa64255f8c5', 'eeea7b7d84139a9f7617f9d03102545e1f166559']"
C001388,"[258021253, 27477586, 28289897, 740243448]",0.333,10,"['c755b0faedc63bfc05a1d8542759c01cba5e8e04', 'e46be1dd4efc98bdf5e1a88f0a02fc9003689bb3', '6d50bc2c63140db502543954ba422f8957c41268', 'dfcdb44bb797afa6a7bc7ee51f654e9e2ea0b95d', '1a154efb8655c8d2f6ea9dcdf500fd1524b28392', '1e92d7b9feec237fab4272d72e3e74321bffbeb2', 'a8d14886a4f0c2eb51f5a24f8c6f2d33cbc984c0', 'd951a44192c5ee470f94b7f3c1cc44ef97db7e33', '07b1655e90ee06b5148d8deba2cc3eecb90a2b4c', 'bb5d2b6de13853c9731897871ae879b8c358f725']"
C001389,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['ea89d85df95cffad5e48a4357f3a9ac9f07533dc', 'c88647c84e75b2748d00f7bbe14ee49933020579', '63d6f6caa3d834ef9f4100e662dc5a474ec8fbca', '4f4d84fa10067229815c6b8626eb0d760f3d6430']"
C001390,"[258021253, 27477586, 28289897, 740243448]",0.333,8,"['1b67cc565a3df5c29a411bb78bd04dc8363c75bd', '0c62e8661421fb408d0366ad4b813dc30f57c353', '5b7cfc9197eec30db3389c12c982f7b0262702c2', '64252cf9c60b7c9f9dd2cbd7d50e5f2391089546', '6192c0d6377da24cb1cd6c2304f89f341c0c6b58', '2653ec7e446d42a79d780a1cd65430b6f63b5275', '83817191d201a2f43c56965e3ce60d28c4e840d3', 'edccdfebecd4612d309b44e60257db15a839cdb4']"
C001391,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['e5aab793db382482250609f3f997ba9ad7b344b6', 'f1def6ee597c576d746b1f0811ac520aba0e09b3', '53340271ecfc11cdec74cd9ea89063f7d2622b60', 'bb23db85d8decefe6b22b2e24d4f4da5a001b42a']"
C001392,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['0da0233c87741b3254d57320b64622b2afad126a', '7b03095b28ac5a5d58f703eab70cea18714f4385', '34770e9ceaf74eb772fd930662a7766800bce3e1']"
C001393,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['7ef1e5f0b9a796f7815c4728ffab1e48e2d381e2', 'd77c61b1c094215a6030daa65ad0a31e43c36aa3', '09cdce86207dd987a22ad17ab3d042bdcb64d5e6', '8b9881a5d7579b75bc9edb337b624d4924b0c00f']"
C001394,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['a16f699bb8b5ac1d7387513af6becad6d7be9c12', 'ca772b3428be853a42cb276ef1ce208a40e747fa', 'cb57e50bef586cb6a3b771c9fd941fcfce6e7a7e', 'b38650f9e1ff35d5eecb1e94b3b124b2178e1f30']"
C001395,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['ae4aaf1e8caf12b73145e8a732d3e64079415b82', 'd52590c70601bca7f5c8e1bd80ba1fcd4e8c0c73', '00fa924d0f38c0bdf84c9e422297a277f9fee2c6']"
C001396,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['0982c161e38dd6c03a863276d0e4342c311d8188', 'f4d1ef7f36ae25cdb7aae54148a3b74c02ba5005', '97fbc0b5563a38d65e847b7c2f1d5a80db211691']"
C001397,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['e3a453b23c4ad580376b6ef8aff442bcaf0210ed', '00733f3f1bea784e62a03c882e490b5cdd55436d', '03164bb130b02ed28ec27e205ad98626c15171e9']"
C001398,"[258021253, 27477586, 28289897, 740243448]",0.333,6,"['cccaceb670890075c79a256518e41d924c52783e', '5a6973034f0234b53605e697937d2b0e1f4fbcd7', '13e397755dff95257fc96a4f67fb83e366226c0d', '0306ae66288852a8a1ebad58a0ab96b531800219', 'cf09ff0a7b5e31bb4be9537648226aae12aad1ba', 'b17e8f4ec07d2e3b211329fbcc328e70e1c75e29']"
C001399,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['0396b8e4e040d78ed34492e96fb3542f9bf4fd18', '0c1887e4c80742044d03263d88ba3a79f056a0e3', '9cdd93dcf4b423191e3112f014c20caeb5a609e4', '6edb0154ab845733f002a5de0a1d64b0bd0124da', '292062375e5f90b60600ec57bac2b1aac58b3a4b', '348529ccb3d9202998bc152418b05a41f9ae1ae5', '95d13ef1c6c20f9a174e87d32156dc8677082f7a']"
C001400,"[258021253, 27477586, 28289897, 740243448]",0.333,9,"['dbaefa6b99dab5611d27470d74a59273844afb3b', '0e503bd5e4f1748bcce69b361fb42920ebe7fb8a', '0c5005dfc2b1099375065559dc2230db81297a0c', 'eabc03865c1613e95b5944a7c4474b3c908da622', '9195e3725dca241b96f5d6cf7f9e41d4ab346796', 'd61c85543eea9f93aa9b11de403baac35de305b4', 'd83ac71c2c1cf86a6de7fb97a80f8913ee1a1e82', '04f6442d6bcc4c841ac82a1e412bb14ccd614f80', '1a1ae108f2d5d47ce4c424e3d94a511c06f2da89']"
C001401,"[258021253, 27477586, 28289897, 740243448]",0.333,16,"['d806b1a6b5655645767013c14fba82a695f2c8dd', 'a91cc0e3969d759cf3b90673e60ea8f4c987289e', '84b59d6d6706d45022a80a4b00960adcff637e96', 'a15a6ce46b8f71aac0b8d2fb473d9065ee44ac2d', '79b0203a501a63abd07626c7afdd6c865546c95c', 'bf19eee2066b13e9c873a1414ceecb46a3ede5fa', 'c90db711f0db8514daf316eaa4ed955cef04e233', '4d698f6e99acbe0c5881cb9e0ca2477117d65440', '4e6dc1fdc7f0f7a9eeb4ad44b287b64a44a10f30', '9be53e979ae874e247e3297239f90f12dadd6d6d', '60b341252ed90db958767b8220479e30d7e6a9ec', '73d1478b13fc312ad90a23e83c25e5a1bb0d2489', '74e9374d889df90c4fc46de6e3429c6e250b4800', '4053d299fceb89aff2a0e55dcfe84f14417f3b73', 'fda87c34466910ae1c792793a1f634dc7c3fbcbb', 'fd7357198cd8f314d489a7fe1768d099209e9835']"
C001402,"[258021253, 27477586, 28289897, 740243448]",0.333,8,"['b67b1fc32a21c5eaba2b6b7723a0693539929672', 'b4a5aba7ff4837c66f9a423d696066025b9bef94', '2b7cd3424c17a3bb4f6f31b839cf6e58156bfd64', 'f6d2ca7bd52bcdf53c397c4d3caf1b40e248afc2', 'fb8e9b725d3c9a5e48851b14eea936c7ed77e8b0', 'e38c857a7a9edef248dc46006ae3db465f564d84', '59a95d3092e4d9e651b30054d479b5312f43cafd', '6c88ac3e7b4712b214572bbf42b52923c2a96308']"
C001403,"[258021253, 27477586, 28289897, 740243448]",0.333,14,"['aeded35538c7206ce115f58ed76b18f60d1c7ff1', '488379f8631d52eaf8482d1e779cb7448aa9523f', '4ae084a2b11c177b4453ec6f1c5e81293e9e3a9e', '5e508fe4ade8866d071bce103586bedf2a703317', '3afeb34aca2d3be884f7015653dc43aaa53b42c4', '31e72b3370856bd638207a78fbca12db9ba502f2', 'e0ea2582b120c12088a6bd189967ba766a703ba6', 'eb944cbbf5c024e1671164678f317e1adb05ad57', 'c6d99eac3beb3e604283d301d77fa7dc67d3c4a0', 'd4b22c52ad139949310a867ded854a9a8a6b5722', '7b0a8f3cb30b06b1ab0f57d55ffadad16860a332', '9f7c1ade165774b13de85559ba534e41a36b7beb', 'acc559ba02ebdbc54c92f287b9ac50f1b55ee354', 'a4c1352f74161be72ecee000d8df23fae4e5a817']"
C001404,"[258021253, 27477586, 28289897, 740243448]",0.333,14,"['f2f6515ff1cf288e28a5f7b2f4cb5c5df4951b9b', 'b552cecb8b06344a085d8dbf15fdcb96940b2c3a', 'f29bbdc9004c1192c69944d5a6da3249c88975cb', '7132fbba22c0ff21622c0124ee7bcdbc0b806d66', '944e9905879590fee9acc3e9fdcc230a32fdff37', '9128213221072600661feaaae5c21e0065e3b31c', '2a326b6938d3cc5414f9acbe1588a138975881f3', '2e6567484b44bc4a5c2231a41e779938a28ce0f4', '2d8ee5b678ac70740edab360953fe3465d60f172', 'cbad97bdec97ed7947c19e68ef5c040578b7ebdd', 'adf33a270198a803fc978da5691a3c379b436452', '04797dd4bd02abd5fc2f94ffe4f37b22ccb640d1', '2c0565f2833e6f34cc89fc60f77900010ef0ab1a', 'd7f090e0b46d76267c99286b9130601cc9fe62e8']"
C001405,"[258021253, 27477586, 28289897, 740243448]",0.333,15,"['a52f1adb5884bd2138a08b60bb73c3c4db31bcba', '913231e4bde9289443a6319abcdcee9533af6593', '6ad419b101bbf21ce680b0fb2c20ce9fe768dd39', '6c68810cafd0c038812124a677c66cba3a07f5a9', '45f459618e1d6a6654575fb1944c1f824fd84bda', '29f05f83b053bf3548a1189fb4819ba6acc8c654', '1ea04068d8a0b1a20d6d8482ea327f55229bce13', '26cacbbd2b888bdecbca3211c387ea36abd0d965', '15f77456dabc00c4ca721e03bbac5d2713003d85', '18f1b42e7ffbcddaf2631e2a59016c32168b90d5', '4812c55f94dc6e45aebebd0effbe83c6039cd612', 'd1e0a4819363c0d8e129d58a1ce0eddf90258a42', 'b8ceffe3403fed39f0e5fe29647642b13108fac7', '75cc4006929e0139505f8b65316c7376d3309aad', '7595dd4c08546e03f26d715474e2db15951dd7b3']"
C001406,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['6ac346a07f086a4497b24edfcea1873571546554', '69cc6f3a6da664423976a1c130153cd3bc93ba9a', 'fb00344cabc9ffab68e278d5d7d8eba154b6cacd']"
C001407,"[258021253, 27477586, 28289897, 740243448]",0.333,6,"['1a9512e022af5a0baba1465531e8028f1e0a6e85', '0127e5c79360c178c2365370c9cf6199082135f5', 'aa6b59310c6c54e481f057b571e6cbf885a1509c', '9184ce6d317ec659fd9f0287c23743f577176c85', '525576cc8e84b46a98c69c790429ae27878526b4', 'd652bdfdfe32a2604426559e264a55cd7e43b4ee']"
C001408,"[258021253, 27477586, 28289897, 740243448]",0.333,7,"['7d8811ab2cab2cc540d9b6ecd39310349fdf7050', '506b0ce1ef4626a0612a9c7c00a28b57b1235ab8', '280f5b84309358ebd5a48da71c08483f7ae48a24', 'dcb924f6f2e32db671ccfcfb3881f20f411be4cc', 'f1950f40fa93af38b1b1812238f6202562f1c7be', '6e21c892bee6d1a0b245be391de77b442748ecac', 'a4fb99dc11d12598a8c8cbcc0f12b31a96a08d4c']"
C001409,"[258021253, 27477586, 28289897, 740243448]",0.333,8,"['358cdd8bdc24f7a9ef83fe659a84f46ab4985505', 'db9de0575ed06362867c30db6a760504aee605fd', 'ada0851e0c581c77f69bd27bdb0ef8dd7b87314e', '23cea141533f229c1df87cf6bf0822faf7c5b0af', '342ffbcaa3c1733bf4ea6439706740ebcb4270d0', 'cc80ac658dc0e2308453f62f83cf12150afda7f2', '96397337b40c2c2d5ce689ae8097b4a3c88ba65b', 'da961aa30bd078056ce26e80d7ba4ef88cd4c2b5']"
C001410,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['c978459061964fbe40a887dc56be13ae6b3ef9e7', '5841dfa188d3fea46fdea084f9a6f41f3c35cbbe', '5bb4ea0b2129932bdf12d007302307a34e0a4e31']"
C001411,"[258021253, 27477586, 28289897, 740243448]",0.333,3,"['a1165d01cc93375a175528b3fbd11d8b7375c9db', '76ad0733c9ee71383c1e9d3577b11f2f79744a2d', 'dac53b3d206379a421e8ee7f7f74bf9fef19c791']"
C001412,"[258021253, 27477586, 28289897, 740243448]",0.333,4,"['a0f0bd4939164afe8a8e9d00eff9ba1714b0d7cf', '3c7f203b3000030a08226f839d8280aa8151e3d3', 'bd8d1f4761a5c1057b8af70bad24ea16775b2a29', 'ad36703e953d986335b153311eacbdfd100c3e32']"
C001413,"[258021253, 27477586, 28289897, 740243448]",0.301,7,"['f9e0ae966d9b8e1a32ad7edf66865a853c127266', '45bb34efaaf93f0ed0c6e1d983f9bf61e1ad7c96', '710afbc4eb24725cbd3850e046f703ba0eea6cfd', '968186ca093c090fe375463019a52fd6c119da32', 'cb3cce25089945c8353ebd43d95a559f7d13a629', 'd0da0ddaceaba72e0490ebeb50aa32e891f48470', '9468156f5d2d94f85bfd47b1243c2bac5a5732cb']"
C001414,"[258021253, 27477586, 28289897, 740243448]",0.333,5,"['82def4d48fa73c0a1129e872356e6d964462e495', '012ee38aeef0acabe56756f7c13f8e0e19654348', 'c6cfa4891d798c6d044a3d261b977843145e00a9', 'fc3157f81702a255202a60e7752f566f18b20f2a', '81ce68ad9e2887f1c76bca03ef407f0b887b71fb']"
C001415,"[258021253, 27477586, 28289897, 740243448]",0.333,12,"['6eefe931f4b817080d528bb9aa2fe8dca1214c53', '2a2a46492cda30dd15eff7a66d58b3ea465c3cfa', '195be2cf687cf88f6eb1600b0bafbb1475763c69', '15552dec20805d9cad08d042d30b928f0b602e99', 'a63c697cfe96b1dc74662bc57dddfeffa6c58fcb', 'f7f41a822a016b922b1def65b0ef08c737ea22b6', '1ef3f991142595a63ee9f07312343c628eeef236', '581e7fc0cb7964863b950d47364d1a813c833245', '9ae9ecd7a966cde0525d97b4cd6d85fde98422c0', '300485a7844cb636bdd76c1709c489bfd7b1d45c', 'ca891199bcb53288c301d336e61ba96f2d79d7f2', '9d27a9ce8baf9a4b46f261f356e8bcb79f7aee9b']"
C001416,"[258021253, 27477586, 28289897, 740243448]",0.333,10,"['fea33b33e1f32c8e37469fe8c36d16f554c95e2f', 'a81af09aec0c2d2d9273402e25b9e5bb5ca596c2', '8d0fbf36d5d084d395f2b637ba5f629367908852', 'b498078c20f59b6c864f58fd1b6c8a042f037359', '71e86f5093a91fcc1c6492a7510d57d7b0ca1175', 'b07f8b74fe7b385823bb8d4f42918a097e180ad9', 'c7037d212a2e9e6a29139cbf924a63219e8ce778', 'bc8f6c890fdc23483978219d3d1f7b713ae70a79', '01a8f3a7bb1944bc0d115c67d76fba0aee4e1f44', 'f8c1d372338f10642829a1e49dcbd6306d84e6c9']"
C001417,"[258021253, 27477586, 28289897, 740243448]",0.333,17,"['905491d354d7d6413e06ae1b3240bdd56db93ebb', '2cf10676de6a86313fe497388c4dabc5ce0c6b9a', '099ee1d68557790003907187d65fd0f42bf2bbb7', 'd47d61ec98e358d5dd50331234f6ffb304c65565', 'dc16c1e65f9671db09d87dc8fb9b4a1fdedc2bce', 'b0b924b23c5bdbe702286ea9f2fd3adf5cd5a18a', 'a2d75d65733a400569c83a37bd7fa736877af2ec', 'b9fa6ce38b68203b3756ef246d6e1acdbd7f5e40', '930e8f9ceb38c9c1f9874c8613b0f388f886934e', '722af17c0b24caf39e30dad63292fa74f3329968', '7fb16bee9e7082ca0bcb625c1118b2c87a863362', '591c282a60381212a96bb7288798d06d4c35a06f', '57f52935d66dc0bc88ee88c3cfc092fed9df5f90', '4ad631edc04e61c3b18f73b5303ed8d81e8bb729', '44e1e5cbca30a976a6ee4a39b5d5d523399c96c1', '7b39d97fd0218433c3f0ba1d9a91f3bb72ce8044', 'efbf85acf8d39b5361e4a2ec931e2c68958e7360']"
